line_number,section,hindi,english,roman
25,,ताकौ कोई न रोग सतावै। पुत्र आदि धन सम्पत्ति पावै॥,"No disease troubles them; they gain children, wealth and prosperity","Takau Koi Na Rog Satavai, Putra Aadi Dhan Sampatti Pavai"
26,,पुत्रहीन अरु सम्पति हीना। अन्ध बधिर कोढ़ी अति दीना॥,"Those without children or wealth; the blind, deaf, leper or very poor","Putrahin Aru Sampati Hina, Andh Badhir Kodhhi Ati Dina"
27,,विप्र बोलाय कै पाठ करावै। शंका दिल में कभी न लावै॥,If they invite a brahmin and have the path recited; never letting doubt enter their heart,"Vipr Bolay Kai Path Karavai, Shanka Dil Mein Kabhi Na Lavai"
28,,पाठ करावै दिन चालीसा। ता पर कृपा करैं गौरीसा॥,If they have it recited for forty days; Gaureshwara (Shiva-Lakshmi) showers grace on them,"Path Karavai Din Chalisa, Ta Par Kripa Karen Gaurisha"
29,,सुख सम्पत्ति बहुत सी पावै। कमी नहीं काहू की आवै॥,They attain much happiness and prosperity; no lack comes to anyone,"Sukh Sampatti Bahut Si Pavai, Kami Nahin Kahu Ki Avai"
30,,बारह मास करै जो पूजा। तेहि सम धन्य और नहिं दूजा॥,Whoever worships for twelve months; none is more blessed than them,"Barah Maas Karai Jo Puja, Tehi Sam Dhanya Aur Nahin Duja"
31,,प्रतिदिन पाठ करै मन माही। उन सम कोइ जग में कहुं नाहीं॥,Whoever recites daily in their heart; none in the world compares to them,"Pratidin Path Karai Man Mahi, Un Sam Koi Jag Mein Kahun Nahi"
32,,बहुविधि क्या मैं करौं बड़ाई। लेय परीक्षा ध्यान लगाई॥,How many ways shall I sing your glory; test it yourself with full attention,"Bahuviddhi Kya Main Karoun Badai, Ley Pariksha Dhyan Lagai"
33,,करि विश्वास करै व्रत नेमा। होय सिद्ध उपजै उर प्रेमा॥,"With full faith, observe the vow and practice; success comes and love blooms in the heart","Kari Vishvaas Karai Vrat Nema, Hoy Siddh Upjai Ur Prema"
34,,जय जय जय लक्ष्मी भवानी। सब में व्यापित हो गुण खानी॥,"Victory, victory, victory to Lakshmi Bhavani; you pervade all, mine of virtues","Jai Jai Jai Lakshmi Bhavani, Sab Mein Vyapit Ho Gun Khani"
35,,तुम्हरो तेज प्रबल जग माहीं। तुम सम कोउ दयालु कहुं नाहिं॥,Your power is mighty in the world; none anywhere is as compassionate as you,"Tumharo Tej Prabal Jag Mahi, Tum Sam Kou Dayalu Kahun Nahin"
36,,मोहि अनाथ की सुधि अब लीजै। संकट काटि भक्ति मोहि दीजै॥,Now take care of me who am helpless; cut away my troubles and grant me devotion,"Mohi Anath Ki Sudhi Ab Leejai, Sankat Kaati Bhakti Mohi Deejai"
37,,भूल चूक करि क्षमा हमारी। दर्शन दीजै दशा निहारी॥,Forgive our mistakes and errors; grant your darshan seeing our condition,"Bhool Chook Kari Kshama Hamari, Darshan Deejai Dasha Nihhari"
38,,बिन दर्शन व्याकुल अधिकारी। तुमहि अछत दुःख सहते भारी॥,Without your darshan devotees are restless; even in your presence they bear heavy sorrow,"Bin Darshan Vyakul Adhikaari, Tumahi Achhat Dukh Sahte Bhari"
39,,नहिं मोहिं ज्ञान बुद्धि है तन में। सब जानत हो अपने मन में॥,I have no knowledge or wisdom in me; you know everything in your own mind,"Nahin Mohin Gyan Buddhi Hai Tan Mein, Sab Janat Ho Apne Man Mein"
40,,रुप चतुर्भुज करके धारण। कष्ट मोर अब करहु निवारण॥,Assuming your four-armed form; now remove my troubles,"Roop Chaturbhuj Karke Dharan, Kasht Mor Ab Karahu Nivaran"
41,,केहि प्रकार मैं करौं बड़ाई। ज्ञान बुद्धि मोहि नहिं अधिकाई॥,How shall I praise you; I have no authority in knowledge and wisdom,"Kehi Prakar Main Karoun Badai, Gyan Buddhi Mohi Nahin Adhikai"
42,,रामदास अब कहयि पुकारी। करो दूर तुम विपति हमारी॥,Ramdas now calls out to you; remove our misfortune,"Ramdas Ab Kahyi Pukari, Karo Door Tum Vipati Hamari"
43,॥दोहा॥,"त्राहि त्राहि दुःख हारिणी, हरो वेगि सब त्रास। जयति जयति जय लक्ष्मी, करो शत्रु को नाश॥","Save us, save us, O remover of sorrow, quickly remove all fear; victory, victory, victory to Lakshmi, destroy the enemies","Trahi Trahi Dukh Harini, Haro Vegi Sab Tras, Jayati Jayati Jai Lakshmi, Karo Shatru Ko Nash"
44,,"रामदास धरि ध्यान नित, विनय करत कर जोर। मातु लक्ष्मी दास पर, करहु दया की कोर॥","Ramdas always meditating, making supplication with folded hands; O Mother Lakshmi, on your servant, shower the edge of your mercy","Ramdas Dhari Dhyan Nit, Vinay Karat Kar Jor, Matu Lakshmi Das Par, Karahu Daya Ki Kor"
45,|| अंत ||,,,
